"name","lat","lon","address","source","cat"
"Mrs. Korea","-36.8672506","174.776754","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Muse Cafe","-36.8682023","174.7762337","Newmarket Auckland 1023 New Zealand","osm","cafe"
"Newmarket Dental Group","-36.8691588","174.7775875","Newmarket Auckland 1023 New Zealand","osm","medical"
"Nickies Thai Cuisine","-36.86461","174.7794096","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Noel Leeming","-36.86645","174.7787795","Newmarket Auckland 1023 New Zealand","osm","shop"
"Nuffield Street Cafe","-36.8709493","174.777967","Newmarket Auckland 1023 New Zealand","osm","cafe"
"Otto Woo Noodle Bar","-36.8705854","174.7780729","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Penpen Xiang Restaurant","-36.8675151","174.7770064","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Pizza Hut","-36.8715289","174.7793321","Remuera Auckland 1050 New Zealand","osm","restaurant"
"Poppi Cafe","-36.8769302","174.7788265","Epsom Auckland 1023 New Zealand","osm","cafe"
"Roast House","-36.8716368","174.7794569","Remuera Auckland 1050 New Zealand","osm","restaurant"
"Selera","-36.8675766","174.7772974","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Shoe Science","-36.8714689","174.7792662","Remuera Auckland 1050 New Zealand","osm","shop"
"Smiley Dairy","-36.8699217","174.7785838","Newmarket Auckland 1023 New Zealand","osm","grocery"
"Station Cafe","-36.8696142","174.7782037","Newmarket Auckland 1023 New Zealand","osm","cafe"
"Subway","-36.8657435","174.7789721","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Sun World Chinese Restaurant","-36.8675263","174.7764197","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Sunrise Cafe","-36.867545","174.7771833","Newmarket Auckland 1023 New Zealand","osm","cafe"
"Super Liquor","-36.8681076","174.7746881","Newmarket Auckland 1023 New Zealand","osm","bar"
"Teed Street Larder","-36.8691884","174.7768722","Newmarket Auckland 1023 New Zealand","osm","cafe"
"U Thai Restaurant","-36.8675355","174.7771263","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Wagamama","-36.8711373","174.7779016","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Westpac","-36.8706347","174.7774655","Newmarket Auckland 1023 New Zealand","osm","money"
"Yum Char","-36.8674061","174.7763492","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Zarbo Cafe","-36.8700623","174.7755708","Newmarket Auckland 1023 New Zealand","osm","cafe"
"JHC Fruit and Vege","-36.8668985","174.7738754","Newmarket Auckland 1023 New Zealand","osm","grocery"
"365 Mart","-36.8694902","174.7786475","Newmarket Auckland 1023 New Zealand","osm","grocery"
"Mini Garage","-36.8732218","174.7767932","Epsom Auckland 1023 New Zealand","osm","car"
"Altezano Espresso","-36.8683767","174.776982","Newmarket Auckland 1023 New Zealand","osm","cafe"
"Asian Food Hall","-36.8686622","174.7761328","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Auckland City Surgical Services Limited","-36.8737084","174.782235","Remuera Auckland 1050 New Zealand","osm","medical"
"Auckland Radiology Group","-36.8737317","174.7814211","Remuera Auckland 1050 New Zealand","osm","medical"
"Dental Specialist Centre","-36.8729179","174.7796887","Remuera Auckland 1050 New Zealand","osm","medical"
"Eye Institute","-36.8743799","174.7832991","Remuera Auckland 1050 New Zealand","osm","medical"
"Glengarry Wines and Beers","-36.8750045","174.7851078","Remuera Auckland 1050 New Zealand","osm","bar"
"Langstone Clinic","-36.8739777","174.7834159","Remuera Auckland 1050 New Zealand","osm","medical"
"Lumino Orthodontists","-36.8736431","174.7830816","Remuera Auckland 1050 New Zealand","osm","medical"
"Mount Hobson Specialist Centre","-36.8753546","174.7847233","Remuera Auckland 1050 New Zealand","osm","medical"
"Newmarket Family Dental Care","-36.8737753","174.7832181","Remuera Auckland 1050 New Zealand","osm","medical"
"Remuera Chiropractic Centre","-36.873334","174.7823208","Remuera Auckland 1050 New Zealand","osm","medical"
"Song Kee Fruit and Vege","-36.8685784","174.776343","Newmarket Auckland 1023 New Zealand","osm","grocery"
"Spinewave","-36.8732241","174.7821852","Remuera Auckland 1050 New Zealand","osm","medical"
"Tofu Shop","-36.8683356","174.7762579","Newmarket Auckland 1023 New Zealand","osm","grocery"
"Wong Doo Health Clinic","-36.8722079","174.7800115","Remuera Auckland 1050 New Zealand","osm","medical"
"TSB Bank","-36.8697882","174.7777638","Newmarket Auckland 1023 New Zealand","osm","money"
"Dilworth Hearing","-36.8750755","174.7843411","Remuera Auckland 1050 New Zealand","osm","medical"
"AUT Muslim Prayer Hall","-36.8544234","174.7668785","Auckland Central Auckland 1010 New Zealand","osm","religion"
"Epsom Community Mosque","-36.8863743","174.7633358","Mount Eden Auckland 1024 New Zealand","osm","religion"
"Westmere Kindergarten","-36.8577871","174.7215919","Westmere Auckland 1022 New Zealand","osm","education"
"Mosque ( Masjid )","-36.8856537","174.7419491","Sandringham Auckland 1025 New Zealand","osm","religion"
"Pumpkin Patch","-36.8476779","174.7669756","Auckland Central Auckland 1010 New Zealand","osm","delete"
"AA- Jade Town Uyghur Restaurant -Halal -similar to Chinese","-36.8876077","174.7473637","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Mauranui Clinic","-36.8787257","174.7818424","Epsom Auckland 1023 New Zealand","osm","medical"
"The Golden Dawn - Tavern of Power","-36.8565945","174.7466466","Grey Lynn Auckland 1021 New Zealand","osm","bar"
"Mekong Baby","-36.8508211","174.7443724","Ponsonby Auckland 1011 New Zealand","osm","restaurant"
"Jairam's Dairy & Flower Shop","-36.8552019","174.7464155","Ponsonby Auckland 1011 New Zealand","osm","shop"
"Yuzu","-36.8551173","174.746386","Ponsonby Auckland 1011 New Zealand","osm","restaurant"
"The Street Food Collective","-36.8567983","174.7465592","Grey Lynn Auckland 1021 New Zealand","osm","restaurant"
"Zambrero","-36.857893","174.7591901","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Hollywood Bakery","-36.8668681","174.7765351","Newmarket Auckland 1023 New Zealand","osm","cafe"
"Subway","-36.8743177","174.7775748","Epsom Auckland 1023 New Zealand","osm","restaurant"
"Hell's Pizza","-36.8807834","174.7756869","Epsom Auckland 1023 New Zealand","osm","restaurant"
"Weymouth's","-36.8848468","174.7754455","Epsom Auckland 1023 New Zealand","osm","medical"
"Ranfurly Medical Center","-36.884731","174.7752926","Epsom Auckland 1023 New Zealand","osm","medical"
"Scotties Car Rental","-36.8656712","174.7595725","Eden Terrace Auckland 1021 New Zealand","osm","car"
"Al's Deli","-36.8472891","174.7672576","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Columbus Coffee","-36.8576107","174.7612022","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"mens","-36.8630375","174.7717675","Parnell Auckland 1052 New Zealand","osm","delete"
"NZ Radio training school","-36.8552507","174.7631249","Auckland Central Auckland 1010 New Zealand","osm","education"
"Herne Bay Medical Centre","-36.8458475","174.7350037","Ponsonby Auckland 1011 New Zealand","osm","medical"
"The Grill","-36.8555368","174.7600535","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Gusto at the Grand","-36.8492021","174.7623831","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Starz Convenience Store","-36.851062","174.7612168","Auckland Central Auckland 1010 New Zealand","osm","grocery"
"Gloria Jeans Coffees","-36.8507789","174.7655634","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"The Grill by Sean Connolly","-36.8492157","174.7622899","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Mexicali","-36.8479011","174.7619559","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Orbit 360","-36.8487133","174.7622586","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Bellota","-36.8491538","174.7621027","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Basement Theatre","-36.8536551","174.7628626","Auckland Central Auckland 1010 New Zealand","osm","activities"
"Town Hall Tattoo","-36.8530475","174.7628677","Auckland Central Auckland 1010 New Zealand","osm","shop"
"Q Theatre Cafe Bar","-36.8532618","174.7627301","Auckland Central Auckland 1010 New Zealand","osm","activities"
"Faro","-36.8718748","174.7776764","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Hansan Vietnamese","-36.8721538","174.7776925","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"This That Cafe","-36.8519298","174.7648119","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Espresso Coffee School","-36.8460823","174.7651121","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Jeep","-36.8751151","174.777458","Epsom Auckland 1023 New Zealand","osm","car"
"Blend","-36.8654194","174.7606609","Eden Terrace Auckland 1021 New Zealand","osm","cafe"
"ASB Bank","-36.871511","174.7772365","Newmarket Auckland 1023 New Zealand","osm","money"
"Centurian Sauna for Men","-36.8570592","174.7582268","Auckland Central Auckland 1010 New Zealand","osm","activities"
"Aspire Cafe","-36.885522","174.7757489","Epsom Auckland 1023 New Zealand","osm","cafe"
"Epsom Liquor Centre","-36.8856379","174.7757395","Epsom Auckland 1023 New Zealand","osm","bar"
"Farang Cafe","-36.8722482","174.743583","Kingsland Auckland 1021 New Zealand","osm","cafe"
"Fat Boy Thai","-36.8777902","174.7409456","Sandringham Auckland 1025 New Zealand","osm","restaurant"
"Joyful Chinese restaurant","-36.8869623","174.7753385","Epsom Auckland 1023 New Zealand","osm","restaurant"
"Liquor Galaxy","-36.8749704","174.7347639","Mount Albert Auckland 1025 New Zealand","osm","bar"
"Me Ne Frego restaurant","-36.8870265","174.7753393","Epsom Auckland 1023 New Zealand","osm","restaurant"
"Mediterranean Cafe and Takeaway","-36.8722859","174.7434425","Kingsland Auckland 1021 New Zealand","osm","cafe"
"Neighbourhood House","-36.8726554","174.7433004","Kingsland Auckland 1021 New Zealand","osm","bar"
"New Canton Kitchen","-36.8857151","174.7757521","Epsom Auckland 1023 New Zealand","osm","restaurant"
"Okra Espresso Lounge","-36.8776321","174.7407638","Sandringham Auckland 1025 New Zealand","osm","cafe"
"Shaky Isles Cafe","-36.8725523","174.7435301","Kingsland Auckland 1021 New Zealand","osm","cafe"
"The Bottle - O","-36.8723229","174.7432855","Kingsland Auckland 1021 New Zealand","osm","bar"
"168 Medical Centre","-36.8779841","174.74097","Sandringham Auckland 1025 New Zealand","osm","medical"
"One Six One","-36.8800998","174.7715065","Epsom Auckland 1023 New Zealand","osm","medical"
"Sylvia Ashton Warner Library","-36.8835705","174.7681836","Epsom Auckland 1023 New Zealand","osm","education"
"Da Vinci's","-36.8569583","174.7640022","Grafton Auckland 1023 New Zealand","osm","restaurant"
"Kebabs","-36.8577546","174.7618859","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Olaf's","-36.8816413","174.7625863","Mount Eden Auckland 1024 New Zealand","osm","cafe"
"Santos","-36.8646484","174.7726879","Newmarket Auckland 1023 New Zealand","osm","cafe"
"Sierra Coffee","-36.8653887","174.7766254","Newmarket Auckland 1023 New Zealand","osm","cafe"
"Is Is Liquor Spot","-36.8460925","174.7687365","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Jefferson","-36.8452274","174.7672017","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"The Store","-36.844698","174.7689538","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"BBQ","-36.8523153","174.7252129","Westmere Auckland 1022 New Zealand","osm","restaurant"
"BBQ","-36.8526469","174.725925","Westmere Auckland 1022 New Zealand","osm","restaurant"
"BBQ","-36.852692","174.7259894","Westmere Auckland 1022 New Zealand","osm","restaurant"
"Geeks on Sainsbury","-36.8795996","174.7339537","Mount Albert Auckland 1025 New Zealand","osm","cafe"
"Saint Lukes Vet","-36.8766452","174.7354021","Sandringham Auckland 1025 New Zealand","osm","medical"
"L'Espresso Cafe","-36.877871","174.7514879","Mount Eden Auckland 1024 New Zealand","osm","cafe"
"Maidment Theatre","-36.8515916","174.7688116","Auckland Central Auckland 1010 New Zealand","osm","activities"
"Academy Cinemas","-36.8515198","174.7654353","Auckland Central Auckland 1010 New Zealand","osm","activities"
"Civic Car Park","-36.8529806","174.7626129","Auckland Central Auckland 1010 New Zealand","osm","car"
"SkyCity Theatre","-36.849785","174.7616534","Auckland Central Auckland 1010 New Zealand","osm","activities"
"L'Assiette","-36.8448563","174.7705157","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Sushi Factory","-36.8471764","174.7663223","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Big Picture Wine","-36.8409868","174.7566589","Auckland Central Auckland 1010 New Zealand","osm","bar"
"16 Tun","-36.8411759","174.7574147","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Better Burger","-36.8448349","174.7686863","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Britomart Country Club","-36.8448623","174.7688262","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Xuxu Dumpling Bar","-36.8446318","174.7680394","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Number 5","-36.8568757","174.7640987","Grafton Auckland 1023 New Zealand","osm","restaurant"
"Number 5","-36.8568888","174.7641277","Grafton Auckland 1023 New Zealand","osm","restaurant"
"Stillpoint Osteopathic Centre","-36.8730745","174.7682563","Epsom Auckland 1023 New Zealand","osm","medical"
"Tibbs House","-36.8725631","174.7681161","Epsom Auckland 1023 New Zealand","osm","education"
"Ubertec","-36.858177","174.7828113","Parnell Auckland 1052 New Zealand","osm","shop"
